Spill Date,Street 1,Locality,County,Spill Date,Contributing Factor,Source,Material Name,Material Family,Quantity,Units,Year,Day,Day_of_week,Month,Location,Lat,Lon
1988-08-02,1200 BUFFALO AVENUE,NIAGARA FALLS,Niagara,1988-08-02,Equipment Failure,"Institutional, Educational, Gov., Other",chlorine,Hazardous Material,10.0,Gallons,1988.0,2.0,1.0,8.0,"1200, Buffalo Avenue, Niagara Falls, Niagara County, New York, 14303, USA",43.0827446811259,-79.046381916434
1995-01-30,111 NIAGARA SHORE DRIVE,TONAWANDA,Erie,1995-01-30,Equipment Failure,Commercial/Industrial,chlorine,Hazardous Material,5.0,Pounds,1995.0,30.0,0.0,1.0,"111, Niagara Shore Drive, Tonawanda, Erie County, New York, 14150, USA",43.0211125989728,-78.8825526958414
1998-08-27,863 POST AVENUE,ROCHESTER,Monroe,1998-08-27,Human Error,Private Dwelling,hydrogen chloride,Hazardous Material,1.0,Gallons,1998.0,27.0,3.0,8.0,"863, Post Avenue, Rochester, Monroe County, New York, 14619, USA",43.1285289759036,-77.6476155903614
1982-10-07,CLAY & JEFFERSON ROAD,HENRIETTA,Monroe,1982-10-07,Unknown,Unknown,hydrogen chloride,Hazardous Material,1.0,Gallons,1982.0,7.0,3.0,10.0,"Jefferson Road, Mortimer, Henrietta Town, Monroe County, New York, 14534, USA",43.0923658,-77.6517005
1995-10-09,838 ERIE BLVD WEST,SYRACUSE,Onondaga,1995-10-09,Equipment Failure,Commercial/Industrial,hydrogen chloride,Hazardous Material,250.0,Gallons,1995.0,9.0,0.0,10.0,"838, Erie Boulevard West, Westside, Syracuse, Onondaga County, New York, 13204, USA",43.0481775860744,-76.1715954739675
1991-07-13,96 WHEATLAND CENTER ROAD,WHEATLAND,Monroe,1991-07-13,Abandoned Drums,Unknown,hydrogen chloride,Hazardous Material,5.0,Gallons,1991.0,13.0,5.0,7.0,"Wheatland Center Road, Wheatland Center, Wheatland Town, Monroe County, New York, 14546, USA",43.0054949,-77.821483
2016-07-01,701 E. 14TH ST,NEW YORK,New York,2016-07-01,Equipment Failure,Commercial/Industrial,nitrogen dioxide,Hazardous Material,13.0,Pounds,2016.0,1.0,4.0,7.0,"701, East 14th Street, Midwood, BK, Kings County, NYC, New York, 11230, USA",40.632139,-73.963545
2017-10-28,781 EAST 14TH ST,NEW YORK,New York,2017-10-28,Equipment Failure,Commercial/Industrial,nitrogen dioxide,Hazardous Material,2.6,Pounds,2017.0,28.0,5.0,10.0,"781, East 14th Street, Midwood, BK, Kings County, NYC, New York, 11230, USA",40.63029,-73.963194
2018-03-07,607 UNION AVE,HOLTSVILLE,Suffolk,2018-03-07,Equipment Failure,"Institutional, Educational, Gov., Other",nitric oxide,Hazardous Material,111.3,Pounds,2018.0,7.0,2.0,3.0,"607, Union Avenue, Holtsville, Suffolk County, New York, 11742, USA",40.8144191538462,-73.0571268717949
2017-02-07,1738 ELMWOOD AVE,BUFFALO,Erie,2017-02-07,Other,Commercial/Industrial,hydrochloric acid,Hazardous Material,4800.0,Gallons,2017.0,7.0,1.0,2.0,"1738, Elmwood Avenue, Elmwood Village, Buffalo, Erie County, New York, 14207, USA",42.9449596666667,-78.8784513333333
2015-12-31,14TH STREET,MANHATTAN,New York,2015-12-31,Equipment Failure,Commercial/Industrial,nitrogen dioxide,Hazardous Material,2.1,Pounds,2015.0,31.0,3.0,12.0,"14th Street, 14th Street IRT Seventh Avenue Line-BMT Sixth Avenue Line Subway transfer, Chelsea, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, 10011, United States of America",40.738552,-73.9996735
2006-03-24,877 NIAGARA STREET,TONAWANDA,Erie,2006-03-24,Human Error,Commercial/Industrial,peracetic acid,Hazardous Material,2.0,Gallons,2006.0,24.0,4.0,3.0,"877, Niagara Street, Tonawanda, Tonawanda Town, Erie County, New York, 14150, USA",43.0078879541707,-78.913247817766
1988-03-17,2300 WALDEN AVENUE,CHEEKTOWAGA,Erie,1988-03-17,Equipment Failure,Commercial/Industrial,nitric acid,Hazardous Material,12.0,Gallons,1988.0,17.0,3.0,3.0,"2300, Walden Avenue, Cheektowaga, Cheektowaga Town, Erie County, New York, 14225, USA",42.9074797800577,-78.751306889919
2003-09-15,7TH STREET,BOHEMIA,Suffolk,2003-09-15,Other,Commercial/Industrial,hydrogen chloride,Hazardous Material,1.0,Gallons,2003.0,15.0,0.0,9.0,"7th Street, Bohemia, Suffolk County, New York, 11716, USA",40.784009,-73.124449
2001-09-12,SUNRISE HIGHWAY,BOHEMIA,Suffolk,2001-09-12,Unknown,Unknown,hydrogen chloride,Hazardous Material,5.0,Gallons,2001.0,12.0,2.0,9.0,"Sunrise Highway, Bohemia, Suffolk County, New York, 11769, USA",40.7538349,-73.1178964
1996-09-26,2900 SENECA AVENUE,NIAGARA FALLS,Niagara,1996-09-26,Equipment Failure,Railroad Car,chlorine,Hazardous Material,10.0,Pounds,1996.0,26.0,3.0,9.0,"2900, Seneca Avenue, Niagara Falls, Niagara County, New York, 14305, USA",43.111065,-79.026921
1992-07-30,BROADWAY,BUFFALO,Erie,1992-07-30,Equipment Failure,Railroad Car,hydrogen chloride,Hazardous Material,2.0,Gallons,1992.0,30.0,3.0,7.0,"Broadway, Buffalo, Erie County, New York, 14212, USA",42.8974307,-78.8100178
1997-08-23,2121 COLVIN BLVD,TONAWANDA,Erie,1997-08-23,Other,Private Dwelling,nitric acid,Hazardous Material,1.0,Gallons,1997.0,23.0,5.0,8.0,"2121, Colvin Boulevard, Tonawanda, Tonawanda Town, Erie County, New York, 14150, USA",42.9955987455067,-78.8525142781086
1999-06-07,5921 EDIC RD,MARCY T,Oneida,1999-06-07,Deliberate,Private Dwelling,chlorine,Hazardous Material,1.0,Pounds,1999.0,7.0,0.0,6.0,"5921, Edic Road, Maynard, Town of Marcy, Oneida County, New York, 13403, USA",43.1487306454337,-75.2306003411444
1991-08-22,RIVER RD,TONAWANDA,Erie,1991-08-22,Unknown,Commercial/Industrial,chlorine,Hazardous Material,70.0,Pounds,1991.0,22.0,3.0,8.0,"River Road, General Motors Tonawanda Plant, Tonawanda, Tonawanda Town, Erie County, New York, 14207, USA",42.963728,-78.920363
2006-09-07,10325 EAGLE DRIVE,NORTH COLLINS,Erie,2006-09-07,Human Error,Commercial/Industrial,hydrochloric acid,Hazardous Material,250.0,Gallons,2006.0,7.0,3.0,9.0,"Eagle Drive, North Collins, Erie County, New York, 14111, USA",42.598632,-78.936033
1996-11-05,575 STATE FAIR BLVD      ,SYRACUSE,Onondaga,1996-11-05,Equipment Failure,Commercial/Industrial,hydrogen chloride,Hazardous Material,30.0,Gallons,1996.0,5.0,1.0,11.0,"575, State Fair Boulevard, Far Westside, Syracuse, Onondaga County, New York, 13204, USA",43.0604897604502,-76.1856948690292
2003-08-25,3585 BUFFALO ROAD,GATES,Monroe,2003-08-25,Unknown,Commercial Vehicle,hydrogen chloride,Hazardous Material,10.0,Gallons,2003.0,25.0,0.0,8.0,"3585, Buffalo Road, Coldwater, Gates Town, Monroe County, New York, 14624, USA",43.1395496057564,-77.7507383970561
2015-11-03,70 COHOES AVE,GREEN ISLAND,Albany,2015-11-03,Other,Commercial/Industrial,hydrofluoric acid,Hazardous Material,0.04,Gallons,2015.0,3.0,1.0,11.0,"70, Cohoes Avenue, Green Island, Town of Colonie, Albany County, New York, 12183, USA",42.753449924197,-73.6938699032476
2015-11-03,70 COHOES AVE,GREEN ISLAND,Albany,2015-11-03,Other,Commercial/Industrial,hydrochloric acid,Hazardous Material,0.04,Gallons,2015.0,3.0,1.0,11.0,"70, Cohoes Avenue, Green Island, Town of Colonie, Albany County, New York, 12183, USA",42.753449924197,-73.6938699032476
2002-04-13,2550 29TH STREET,NIAGARA FALLS,Niagara,2002-04-13,Unknown,Commercial/Industrial,hydrogen chloride,Hazardous Material,5.0,Pounds,2002.0,13.0,5.0,4.0,"2550, 29th Street, Niagara Falls, Niagara County, New York, 14305, USA",43.1112993265287,-79.0272034883696
1995-07-17,179 EAST MERRICK ROAD,VALLEY STREAM,Nassau,1995-07-17,Unknown,Commercial/Industrial,hydrogen chloride,Hazardous Material,20.0,Gallons,1995.0,17.0,0.0,7.0,"179, East Merrick Road, Valley Stream, Nassau County, New York, 11580, USA",40.6631493333333,-73.6918123333333
2016-07-05,1360 COLLEGE AVENUE,ELMIRA,Chemung,2016-07-05,Human Error,Commercial/Industrial,hydrochloric acid,Hazardous Material,150.0,Gallons,2016.0,5.0,1.0,7.0,"1360, College Avenue, Elmira Heights, Chemung County, New York, 14901, USA",42.113696,-76.821176
2008-06-19,75 BEEKMAN STREET,PLATTSBURGH,Clinton,2008-06-19,Unknown,"Institutional, Educational, Gov., Other",formaldehyde,Hazardous Material,5.0,Gallons,2008.0,19.0,3.0,6.0,"Champlain Valley Physicians Hospital, 75, Beekman Street, Plattsburgh, Clinton County, New York, 12901, USA",44.7008404,-73.4691461567899
2002-03-26,26 COMPUTER DR E,COLONIE,Albany,2002-03-26,Human Error,Commercial/Industrial,formaldehyde,Hazardous Material,5.0,Gallons,2002.0,26.0,1.0,3.0,"26, Computer Drive East, Roessleville, Town of Colonie, Albany County, New York, 12205, USA",42.717343,-73.80708125
1998-02-16,350 COOPER ROAD,IRONDEQUOIT,Monroe,1998-02-16,Human Error,"Institutional, Educational, Gov., Other",hydrogen chloride,Hazardous Material,1.0,Gallons,1998.0,16.0,0.0,2.0,"350, Cooper Road, The  Flats, Irondequoit Town, Monroe County, New York, 14617, USA",43.2175921428571,-77.5985055714286
1984-11-18,200 ANDERSON AVE,ROCHESTER,Monroe,1984-11-18,Equipment Failure,Unknown,hydrogen chloride,Hazardous Material,100.0,Gallons,1984.0,18.0,6.0,11.0,"200, Anderson Avenue, East End, Rochester, Monroe County, New York, 14607, USA",43.157538,-77.580324
1996-11-08,1826 BROADWAY,BUFFALO,Erie,1996-11-08,Equipment Failure,Railroad Car,hydrogen chloride,Hazardous Material,500.0,Gallons,1996.0,8.0,4.0,11.0,"Broadway, Downtown, Buffalo, Erie County, New York, 14204, USA",42.8858005,-78.8725619
1990-08-12,40 Jackson Street,Holley,Orleans,1990-08-12,Equipment Failure,Commercial/Industrial,chlorine,Hazardous Material,10.0,Pounds,1990.0,12.0,6.0,8.0,"40, Jackson Street, Holley, Murray Town, Orleans County, New York, 14470, USA",43.2234124187517,-78.0296459494822
1991-01-04,40 Jackson Street,Holley,Orleans,1991-01-04,Equipment Failure,Commercial/Industrial,bromine,Hazardous Material,25.0,Pounds,1991.0,4.0,4.0,1.0,"40, Jackson Street, Holley, Murray Town, Orleans County, New York, 14470, USA",43.2234124187517,-78.0296459494822
1995-07-28,40 Jackson Street,Holley,Orleans,1995-07-28,Other,Commercial/Industrial,hydrogen chloride,Hazardous Material,50.0,Gallons,1995.0,28.0,4.0,7.0,"40, Jackson Street, Holley, Murray Town, Orleans County, New York, 14470, USA",43.2234124187517,-78.0296459494822
1999-10-04,40 Jackson Street,Holley,Orleans,1999-10-04,Unknown,Commercial/Industrial,bromine,Hazardous Material,100.0,Pounds,1999.0,4.0,0.0,10.0,"40, Jackson Street, Holley, Murray Town, Orleans County, New York, 14470, USA",43.2234124187517,-78.0296459494822
1991-09-03,40 Jackson Street,Holley,Orleans,1991-09-03,Equipment Failure,Commercial/Industrial,bromine,Hazardous Material,90.0,Gallons,1991.0,3.0,1.0,9.0,"40, Jackson Street, Holley, Murray Town, Orleans County, New York, 14470, USA",43.2234124187517,-78.0296459494822
1987-01-14,40 Jackson Street,Holley,Orleans,1987-01-14,Equipment Failure,Commercial/Industrial,bromine,Hazardous Material,3000.0,Pounds,1987.0,14.0,2.0,1.0,"40, Jackson Street, Holley, Murray Town, Orleans County, New York, 14470, USA",43.2234124187517,-78.0296459494822
1987-06-02,1935 CLARK ROAD,PENFIELD,Monroe,1987-06-02,Human Error,Private Dwelling,bromine,Hazardous Material,5.0,Gallons,1987.0,2.0,1.0,6.0,"1935, Clark Road, Penfield, Penfield Town, Monroe County, New York, 14625, USA",43.145472875,-77.487254625
2013-05-28,50 COMMERCIAL STREET,WEBSTER,Monroe,2013-05-28,Deliberate,Commercial/Industrial,chlorine,Hazardous Material,30.0,Gallons,2013.0,28.0,1.0,5.0,"50, Commercial Street, Webster, Webster Town, Monroe County, New York, 14580, USA",43.2183741632653,-77.4312738367347
1997-04-24,TINKLEY HOLLOW RD,WEST MIDDLEBURGH,Schoharie,1997-04-24,Other,Unknown,hydrogen chloride,Hazardous Material,1.0,Gallons,1997.0,24.0,3.0,4.0,"Tinkley Hollow Road, Patria, Town of Fulton, Schoharie County, New York, 12187, USA",42.62869,-74.419861
1999-12-30,BUFFALO AVENUE,NIAGARA FALLS,Niagara,1999-12-30,Equipment Failure,Commercial/Industrial,chlorine,Hazardous Material,8.0,Pounds,1999.0,30.0,3.0,12.0,"Buffalo Avenue, Niagara Falls, Niagara County, New York, 14304, USA",43.0761171,-78.9928794
2003-09-24,BUFFALO AVE/27TH ST,NIAGARA FALLS,Niagara,2003-09-24,Equipment Failure,Commercial/Industrial,chlorine,Hazardous Material,5.0,Pounds,2003.0,24.0,2.0,9.0,"27, Buffalo Avenue, Niagara Falls, Niagara County, New York, 14303, USA",43.0839800566351,-79.0627591121053
2001-12-04,BUFFALO AVENUE,NIAGARA FALLS,Niagara,2001-12-04,Equipment Failure,Commercial/Industrial,hydrogen chloride,Hazardous Material,244.0,Pounds,2001.0,4.0,1.0,12.0,"Buffalo Avenue, Niagara Falls, Niagara County, New York, 14304, USA",43.0761171,-78.9928794
1992-12-27,BUFFALO AVENUE,NIAGARA FALLS,Niagara,1992-12-27,Equipment Failure,Commercial/Industrial,hydrogen chloride,Hazardous Material,309.0,Pounds,1992.0,27.0,6.0,12.0,"Buffalo Avenue, Niagara Falls, Niagara County, New York, 14304, USA",43.0761171,-78.9928794
1994-02-13,BUFFALO AVENUE,NIAGARA FALLS,Niagara,1994-02-13,Equipment Failure,Commercial/Industrial,chlorine,Hazardous Material,41.0,Pounds,1994.0,13.0,6.0,2.0,"Buffalo Avenue, Niagara Falls, Niagara County, New York, 14304, USA",43.0761171,-78.9928794
1988-01-01,BUFFALO AVENUE,NIAGARA FALLS,Niagara,1988-01-01,Equipment Failure,Commercial/Industrial,chlorine,Hazardous Material,62.0,Pounds,1988.0,1.0,4.0,1.0,"Buffalo Avenue, Niagara Falls, Niagara County, New York, 14304, USA",43.0761171,-78.9928794
1996-01-31,BUFFALO AVENUE,NIAGARA FALLS,Niagara,1996-01-31,Other,Commercial/Industrial,chlorine,Hazardous Material,36.0,Pounds,1996.0,31.0,2.0,1.0,"Buffalo Avenue, Niagara Falls, Niagara County, New York, 14304, USA",43.0761171,-78.9928794
1990-08-01,69 SENECA AVENUE,ROCHESTER,Monroe,1990-08-01,Equipment Failure,Commercial/Industrial,formaldehyde,Hazardous Material,5.0,Gallons,1990.0,1.0,2.0,8.0,"69, Seneca Avenue, La Avenida, Rochester, Monroe County, New York, 14621, USA",43.1880004897959,-77.6085746326531
1989-10-25,WALCK ROAD,NORTH TONAWANDA,Niagara,1989-10-25,Human Error,Commercial/Industrial,formaldehyde,Hazardous Material,1200.0,Pounds,1989.0,25.0,2.0,10.0,"Walck Road, North Tonawanda, Niagara County, New York, 14120, USA",43.0454776,-78.8558985
1996-07-19,6288 LITTLE YORK LAKE RD,PREBLE,Cortland,1996-07-19,Human Error,"Institutional, Educational, Gov., Other",chlorine,Hazardous Material,2.0,Gallons,1996.0,19.0,4.0,7.0,"6288, Little York Lake Road, Little York, Homer Town, Cortland County, New York, 13087, USA",42.7095743265306,-76.1541942040816
2002-10-08,992 RIVER RD,NEWBURGH,Orange,2002-10-08,Other,Commercial/Industrial,hydrogen fluoride,Hazardous Material,352.0,Pounds,2002.0,8.0,1.0,10.0,"992, River Road, Roseton, Town of Newburgh, Orange County, New York, 12550, USA",41.5724146439221,-73.9753461351128
2003-11-11,992 RIVER ROAD           ,NEWBURGH,Orange,2003-11-11,Other,Commercial/Industrial,hydrogen fluoride,Hazardous Material,456.0,Pounds,2003.0,11.0,1.0,11.0,"992, River Road, Roseton, Town of Newburgh, Orange County, New York, 12550, USA",41.5724146439221,-73.9753461351128
1990-08-08,BUFFALO AVENUE,NIAGARA FALLS,Niagara,1990-08-08,Equipment Failure,Commercial/Industrial,hydrogen chloride,Hazardous Material,733.0,Pounds,1990.0,8.0,2.0,8.0,"Buffalo Avenue, Niagara Falls, Niagara County, New York, 14304, USA",43.0761171,-78.9928794
2014-05-16,4143 3RD AVE,MANHATTAN,New York,2014-05-16,Human Error,"Institutional, Educational, Gov., Other",nitric acid,Hazardous Material,0.25,Pounds,2014.0,16.0,4.0,5.0,"3rd Avenue, Taino Towers, East Harlem, Manhattan Community Board 11, Manhattan, New York County, NYC, New York, 10035, USA",40.8004572,-73.9381827
1993-07-07,1801 EAST MAIN STREET,ROCHESTER,Monroe,1993-07-07,Equipment Failure,"Institutional, Educational, Gov., Other",hydrogen chloride,Hazardous Material,1.0,Gallons,1993.0,7.0,2.0,7.0,"East High School, 1801, East Main Street, North Winton Village, Rochester, Monroe County, New York, 14609, USA",43.15823985,-77.5639586620704
2015-08-07,801 EAST 14TH STREET,NEW YORK,New York,2015-08-07,Equipment Failure,Commercial/Industrial,nitrogen dioxide,Hazardous Material,18.28,Pounds,2015.0,7.0,4.0,8.0,"801, East 14th Street, Midwood, BK, Kings County, NYC, New York, 11230, USA",40.629749,-73.963094
1999-02-24,RAILROAD STREET,ROME C,Oneida,1999-02-24,Other,Commercial/Industrial,hydrogen chloride,Hazardous Material,1.0,Gallons,1999.0,24.0,2.0,2.0,"Railroad Street, City of Rome, Oneida County, New York, 13440, USA",43.205453,-75.445128
2013-08-26,1669 LAKE AVE,ROCHESTER,Monroe,2013-08-26,Equipment Failure,Commercial/Industrial,methyl chloride,Hazardous Material,100.0,Pounds,2013.0,26.0,0.0,8.0,"1669, Lake Avenue, Eastman Business Park, Rochester, Monroe County, New York, 14615, United States of America",43.1966998325459,-77.6283923613091
2008-08-31,655 COLFAX STREET,ROCHESTER,Monroe,2008-08-31,Human Error,"Institutional, Educational, Gov., Other",hydrochloric acid,Hazardous Material,2.0,Gallons,2008.0,31.0,6.0,8.0,"Robert Brown High School, 655, Colfax Street, Rochester, Monroe County, New York, 14606, USA",43.1723426,-77.669834
2003-07-29,1500 JEFFERSON ROAD,HENRIETTA,Monroe,2003-07-29,Human Error,Commercial/Industrial,hydrogen cyanide,Hazardous Material,35.0,Gallons,2003.0,29.0,1.0,7.0,"1500, Jefferson Road, Ridgeland, Henrietta Town, Monroe County, New York, 14623, USA",43.08710108,-77.58758628
2000-08-16,1057 LOWER SOUTH STREET,PEEKSKILL,Westchester,2000-08-16,Equipment Failure,Commercial/Industrial,nitric acid,Hazardous Material,843.0,Gallons,2000.0,16.0,2.0,8.0,"Lower South Street, Peekskill, Westchester County, New York, 10566, USA",41.281074,-73.932263
2001-10-24,1057 LOWER SOUTH STREET,PEEKSKILL,Westchester,2001-10-24,Unknown,Commercial/Industrial,nitric acid,Hazardous Material,1.0,Gallons,2001.0,24.0,2.0,10.0,"Lower South Street, Peekskill, Westchester County, New York, 10566, USA",41.281074,-73.932263
2016-06-30,213 FACTORY ST,WATERTOWN,Jefferson,2016-06-30,Equipment Failure,Commercial/Industrial,chlorine,Hazardous Material,1.5,Gallons,2016.0,30.0,3.0,6.0,"213, Factory Street, Watertown, Jefferson County, New York, 13601, USA",43.9755932994597,-75.9059996866283
1998-06-17,881 COUNTY HIGHWAY 107,JOHNSTOWN,Fulton,1998-06-17,Equipment Failure,"Institutional, Educational, Gov., Other",chlorine,Hazardous Material,1.0,Pounds,1998.0,17.0,2.0,6.0,"County Highway 107, Tryon Technology Campus and Incubator Center, Hale Mills, Town of Johnstown, Fulton County, New York, 12095-3769, USA",43.010026,-74.3252191
2016-07-14,607 UNION AVENUE,HOLTSVILLE,Suffolk,2016-07-14,Equipment Failure,Commercial/Industrial,nitric oxide,Hazardous Material,90.0,Pounds,2016.0,14.0,3.0,7.0,"607, Union Avenue, Holtsville, Suffolk County, New York, 11742, USA",40.8144191538462,-73.0571268717949
2013-03-26,607 UNION AVE,HOLTSVILLE,Suffolk,2013-03-26,Other,"Institutional, Educational, Gov., Other",nitrogen dioxide,Hazardous Material,226.0,Pounds,2013.0,26.0,1.0,3.0,"607, Union Avenue, Holtsville, Suffolk County, New York, 11742, USA",40.8144191538462,-73.0571268717949
1996-08-29,SAWYER AVENUE,TONAWANDA,Erie,1996-08-29,Human Error,Commercial/Industrial,hydrogen peroxide,Hazardous Material,50.0,Gallons,1996.0,29.0,3.0,8.0,"Sawyer Avenue, Tonawanda, Tonawanda Town, Erie County, New York, 14150, USA",42.9785306,-78.91426
1992-03-25,37 SAWYER AVENUE,TONAWANDA,Erie,1992-03-25,Human Error,Commercial/Industrial,peracetic acid,Hazardous Material,3.0,Pounds,1992.0,25.0,2.0,3.0,"37, Sawyer Avenue, Tonawanda, Tonawanda Town, Erie County, New York, 14150, USA",42.9730176150436,-78.9292380821963
2007-10-22,35 SAWYER AVE.,TONAWANDA,Erie,2007-10-22,Human Error,"Institutional, Educational, Gov., Other",peracetic acid,Hazardous Material,70.0,Pounds,2007.0,22.0,0.0,10.0,"35, Sawyer Avenue, Tonawanda, Tonawanda Town, Erie County, New York, 14150, USA",42.9730151364301,-78.929244799852
2007-10-22,35 SAWYER AVE.,TONAWANDA,Erie,2007-10-22,Human Error,"Institutional, Educational, Gov., Other",hydrogen peroxide,Hazardous Material,9.0,Pounds,2007.0,22.0,0.0,10.0,"35, Sawyer Avenue, Tonawanda, Tonawanda Town, Erie County, New York, 14150, USA",42.9730151364301,-78.929244799852
1993-04-29,39 SAWYER AVENUE,TONAWANDA,Erie,1993-04-29,Human Error,Commercial/Industrial,peracetic acid,Hazardous Material,16.0,Pounds,1993.0,29.0,3.0,4.0,"39, Sawyer Avenue, Tonawanda, Tonawanda Town, Erie County, New York, 14150, USA",42.9730200936572,-78.9292313645405
1989-04-11,37 SAWYER AVENUE,TONAWANDA,Erie,1989-04-11,Equipment Failure,Commercial/Industrial,peracetic acid,Hazardous Material,4.0,Pounds,1989.0,11.0,1.0,4.0,"37, Sawyer Avenue, Tonawanda, Tonawanda Town, Erie County, New York, 14150, USA",42.9730176150436,-78.9292380821963
1986-09-17,FARRELL ROAD             ,GEDDES,Onondaga,1986-09-17,Unknown,Commercial/Industrial,hydrogen chloride,Hazardous Material,5.0,Gallons,1986.0,17.0,2.0,9.0,"Farrell Road, Seneca Knolls, Town of Geddes, Onondaga County, New York, 13209, USA",43.119206,-76.26694
1986-04-05,UNKNOWN                  ,CHILI,Monroe,1986-04-05,Equipment Failure,"Institutional, Educational, Gov., Other",chlorine,Hazardous Material,100.0,Pounds,1986.0,5.0,5.0,4.0,"Chili Avenue, West Chili, Chili Town, Monroe County, New York, 14428, United States of America",43.0933727,-77.7793864
2003-10-22,260 HUDSON RIVER ROAD,waterford,Saratoga,2003-10-22,Equipment Failure,"Institutional, Educational, Gov., Other",hydrogen chloride,Hazardous Material,500.0,Pounds,2003.0,22.0,2.0,10.0,"260, Hudson River Road, Town of Waterford, Saratoga County, New York, 12188, USA",42.8147999580549,-73.6655336718819
2006-08-02,260 HUDSON RIVER ROAD,WATERFORD,Saratoga,2006-08-02,Equipment Failure,Commercial/Industrial,methyl chloride,Hazardous Material,996.0,Pounds,2006.0,2.0,2.0,8.0,"260, Hudson River Road, Town of Waterford, Saratoga County, New York, 12188, USA",42.8147999580549,-73.6655336718819
2003-12-09,260 HUDSON RIVER ROAD,waterford,Saratoga,2003-12-09,Unknown,Commercial/Industrial,methyl chloride,Hazardous Material,1.0,Pounds,2003.0,9.0,1.0,12.0,"260, Hudson River Road, Town of Waterford, Saratoga County, New York, 12188, USA",42.8147999580549,-73.6655336718819
2003-07-21,260 HUDSON RIVER ROAD,WATERFORD,Saratoga,2003-07-21,Other,Commercial/Industrial,hydrogen chloride,Hazardous Material,2000.0,Gallons,2003.0,21.0,0.0,7.0,"260, Hudson River Road, Town of Waterford, Saratoga County, New York, 12188, USA",42.8147999580549,-73.6655336718819
1988-06-09,BUILDING 27,WATERFORD,Saratoga,1988-06-09,Equipment Failure,Commercial/Industrial,hydrogen chloride,Hazardous Material,500.0,Pounds,1988.0,9.0,3.0,6.0,"Waterford, Town of Waterford, Saratoga County, New York, 12188, USA",42.7925778,-73.6812293
1989-02-01,260 HUDSON RIVER ROAD,WATERFORD,Saratoga,1989-02-01,Equipment Failure,Commercial/Industrial,dimethyldichlorosilane,Hazardous Material,100.0,Pounds,1989.0,1.0,2.0,2.0,"260, Hudson River Road, Town of Waterford, Saratoga County, New York, 12188, USA",42.8147999580549,-73.6655336718819
1990-02-01,BUILDING 27,WATERFORD,Saratoga,1990-02-01,Equipment Failure,Commercial/Industrial,hydrogen chloride,Hazardous Material,200.0,Gallons,1990.0,1.0,3.0,2.0,"Waterford, Town of Waterford, Saratoga County, New York, 12188, USA",42.7925778,-73.6812293
1994-05-27,260 HUDSON RIVER ROAD,waterford,Saratoga,1994-05-27,Equipment Failure,"Major Facility (MOSF) > 400,000 gal",hydrogen chloride,Hazardous Material,300.0,Gallons,1994.0,27.0,4.0,5.0,"260, Hudson River Road, Town of Waterford, Saratoga County, New York, 12188, USA",42.8147999580549,-73.6655336718819
1994-08-22,260 HUDSON RIVER ROAD,waterford,Saratoga,1994-08-22,Equipment Failure,Commercial/Industrial,methyl chloride,Hazardous Material,500.0,Pounds,1994.0,22.0,0.0,8.0,"260, Hudson River Road, Town of Waterford, Saratoga County, New York, 12188, USA",42.8147999580549,-73.6655336718819
1996-10-22,260 HUDSON RIVER ROAD,waterford,Saratoga,1996-10-22,Equipment Failure,"Major Facility (MOSF) > 400,000 gal",dimethyldichlorosilane,Hazardous Material,5.0,Gallons,1996.0,22.0,1.0,10.0,"260, Hudson River Road, Town of Waterford, Saratoga County, New York, 12188, USA",42.8147999580549,-73.6655336718819
1997-01-25,260 HUDSON RIVER ROAD,waterford,Saratoga,1997-01-25,Equipment Failure,"Major Facility (MOSF) > 400,000 gal",dimethyldichlorosilane,Hazardous Material,134.0,Pounds,1997.0,25.0,5.0,1.0,"260, Hudson River Road, Town of Waterford, Saratoga County, New York, 12188, USA",42.8147999580549,-73.6655336718819
2001-08-05,260 HUDSON RIVER ROAD,waterford,Saratoga,2001-08-05,Equipment Failure,Commercial/Industrial,hydrogen chloride,Hazardous Material,161.0,Pounds,2001.0,5.0,6.0,8.0,"260, Hudson River Road, Town of Waterford, Saratoga County, New York, 12188, USA",42.8147999580549,-73.6655336718819
2003-05-13,260 HUDSON RIVER ROAD,waterford,Saratoga,2003-05-13,Equipment Failure,Commercial/Industrial,methyl chloride,Hazardous Material,2.0,Pounds,2003.0,13.0,1.0,5.0,"260, Hudson River Road, Town of Waterford, Saratoga County, New York, 12188, USA",42.8147999580549,-73.6655336718819
1987-06-22,260 HUDSON RIVER ROAD,waterford,Saratoga,1987-06-22,Traffic Accident,Commercial Vehicle,methyl chloride,Hazardous Material,75.0,Pounds,1987.0,22.0,0.0,6.0,"260, Hudson River Road, Town of Waterford, Saratoga County, New York, 12188, USA",42.8147999580549,-73.6655336718819
1988-08-09,260 HUDSON RIVER ROAD,waterford,Saratoga,1988-08-09,Equipment Failure,Commercial/Industrial,methyl chloride,Hazardous Material,150.0,Pounds,1988.0,9.0,1.0,8.0,"260, Hudson River Road, Town of Waterford, Saratoga County, New York, 12188, USA",42.8147999580549,-73.6655336718819
